model,rank,feature,shap_value,feature_value
XGBoost-biophysical,1,cdr3_W,1.0332947969436646,0.0
XGBoost-biophysical,1,cdr3_W,1.1546844244003296,0.0
XGBoost-biophysical,1,cdr3_W,1.2389119863510132,0.0
XGBoost-biophysical,1,cdr3_W,-2.158688545227051,2.0
XGBoost-biophysical,1,cdr3_W,1.174613118171692,0.0
XGBoost-biophysical,1,cdr3_W,-2.1470131874084473,1.0
XGBoost-biophysical,1,cdr3_W,0.7922131419181824,0.0
XGBoost-biophysical,1,cdr3_W,0.7480894327163696,0.0
XGBoost-biophysical,1,cdr3_W,1.2717634439468384,0.0
XGBoost-biophysical,1,cdr3_W,1.1645160913467407,0.0
XGBoost-biophysical,1,cdr3_W,1.099455714225769,0.0
XGBoost-biophysical,1,cdr3_W,-1.759343504905701,1.0
XGBoost-biophysical,1,cdr3_W,-2.2463369369506836,1.0
XGBoost-biophysical,1,cdr3_W,1.050019383430481,0.0
XGBoost-biophysical,1,cdr3_W,1.289092183113098,0.0
XGBoost-biophysical,1,cdr3_W,0.7944689393043518,0.0
XGBoost-biophysical,1,cdr3_W,0.8432023525238037,0.0
XGBoost-biophysical,1,cdr3_W,-2.7498421669006348,2.0
XGBoost-biophysical,1,cdr3_W,0.9636769890785216,0.0
XGBoost-biophysical,1,cdr3_W,0.6542183756828308,0.0
XGBoost-biophysical,1,cdr3_W,-3.0633792877197266,2.0
XGBoost-biophysical,1,cdr3_W,1.3513453006744385,0.0
XGBoost-biophysical,1,cdr3_W,-2.6489017009735107,1.0
XGBoost-biophysical,1,cdr3_W,0.8743247389793396,0.0
XGBoost-biophysical,1,cdr3_W,1.2719309329986572,0.0
XGBoost-biophysical,1,cdr3_W,1.3338379859924316,0.0
XGBoost-biophysical,1,cdr3_W,1.0850707292556765,0.0
XGBoost-biophysical,1,cdr3_W,1.2375181913375854,0.0
XGBoost-biophysical,1,cdr3_W,1.36491858959198,0.0
XGBoost-biophysical,1,cdr3_W,-1.699498414993286,1.0
XGBoost-biophysical,1,cdr3_W,-1.8035284280776975,1.0
XGBoost-biophysical,1,cdr3_W,1.3436939716339111,0.0
XGBoost-biophysical,1,cdr3_W,1.1753616333007812,0.0
XGBoost-biophysical,1,cdr3_W,-1.426155924797058,1.0
XGBoost-biophysical,1,cdr3_W,-2.1686158180236816,1.0
XGBoost-biophysical,1,cdr3_W,1.1883478164672852,0.0
XGBoost-biophysical,1,cdr3_W,-2.4969985485076904,1.0
XGBoost-biophysical,1,cdr3_W,1.3054916858673096,0.0
XGBoost-biophysical,1,cdr3_W,-3.2817800045013428,2.0
XGBoost-biophysical,1,cdr3_W,-2.513068675994873,2.0
XGBoost-biophysical,1,cdr3_W,0.8852007389068604,0.0
XGBoost-biophysical,1,cdr3_W,-1.484119892120361,1.0
XGBoost-biophysical,1,cdr3_W,0.5172845125198364,0.0
XGBoost-biophysical,1,cdr3_W,1.3270918130874634,0.0
XGBoost-biophysical,1,cdr3_W,-1.522073745727539,1.0
XGBoost-biophysical,1,cdr3_W,1.3947288990020752,0.0
XGBoost-biophysical,1,cdr3_W,0.6090200543403625,0.0
XGBoost-biophysical,1,cdr3_W,1.2119982242584229,0.0
XGBoost-biophysical,1,cdr3_W,-2.555701494216919,1.0
XGBoost-biophysical,1,cdr3_W,1.1841200590133667,0.0
XGBoost-biophysical,1,cdr3_W,1.2817405462265017,0.0
XGBoost-biophysical,1,cdr3_W,1.0903712511062622,0.0
XGBoost-biophysical,1,cdr3_W,1.1964192390441897,0.0
XGBoost-biophysical,1,cdr3_W,1.3128212690353394,0.0
XGBoost-biophysical,1,cdr3_W,1.3078502416610718,0.0
XGBoost-biophysical,1,cdr3_W,1.1938756704330444,0.0
XGBoost-biophysical,1,cdr3_W,-2.948183298110962,2.0
XGBoost-biophysical,1,cdr3_W,1.0830241441726685,0.0
XGBoost-biophysical,1,cdr3_W,-2.012691020965576,1.0
XGBoost-biophysical,1,cdr3_W,1.3712780475616455,0.0
XGBoost-biophysical,1,cdr3_W,-2.54906964302063,1.0
XGBoost-biophysical,1,cdr3_W,-2.2282185554504395,2.0
XGBoost-biophysical,1,cdr3_W,1.0126136541366575,0.0
XGBoost-biophysical,1,cdr3_W,0.8884120583534241,0.0
XGBoost-biophysical,1,cdr3_W,-2.536670207977295,1.0
XGBoost-biophysical,1,cdr3_W,1.1669713258743286,0.0
XGBoost-biophysical,1,cdr3_W,1.3862628936767578,0.0
XGBoost-biophysical,1,cdr3_W,1.0486770868301392,0.0
XGBoost-biophysical,1,cdr3_W,0.8059146404266357,0.0
XGBoost-biophysical,1,cdr3_W,1.213357925415039,0.0
XGBoost-biophysical,1,cdr3_W,1.0877015590667725,0.0
XGBoost-biophysical,1,cdr3_W,1.011412501335144,0.0
XGBoost-biophysical,1,cdr3_W,1.3707135915756226,0.0
XGBoost-biophysical,1,cdr3_W,1.2886817455291748,0.0
XGBoost-biophysical,1,cdr3_W,0.8219440579414368,0.0
XGBoost-biophysical,1,cdr3_W,0.5227246284484863,0.0
XGBoost-biophysical,1,cdr3_W,1.387446403503418,0.0
XGBoost-biophysical,1,cdr3_W,1.2527023553848269,0.0
XGBoost-biophysical,1,cdr3_W,-1.024630069732666,1.0
XGBoost-biophysical,1,cdr3_W,0.8183055520057678,0.0
XGBoost-biophysical,1,cdr3_W,0.8112537264823914,0.0
XGBoost-biophysical,1,cdr3_W,1.3176958560943604,0.0
XGBoost-biophysical,1,cdr3_W,-2.724134922027588,1.0
XGBoost-biophysical,1,cdr3_W,1.3342766761779783,0.0
XGBoost-biophysical,1,cdr3_W,1.0114703178405762,0.0
XGBoost-biophysical,1,cdr3_W,1.2593424320220947,0.0
XGBoost-biophysical,1,cdr3_W,-2.2796897888183594,1.0
XGBoost-biophysical,1,cdr3_W,-1.5643163919448853,1.0
XGBoost-biophysical,1,cdr3_W,-1.7064948081970217,1.0
XGBoost-biophysical,1,cdr3_W,1.3473395109176636,0.0
XGBoost-biophysical,1,cdr3_W,1.1585454940795898,0.0
XGBoost-biophysical,1,cdr3_W,1.0836217403411863,0.0
XGBoost-biophysical,1,cdr3_W,-1.06276273727417,1.0
