model,true_label,pred_prob,shap_cdr3_length,shap_cdr3_pi,shap_cdr3_charge,shap_cdr3_hydrophobicity,shap_cdr3_aromaticity,shap_cdr3_instability,shap_cdr3_frac_charged,shap_cdr3_frac_hydrophobic,shap_cdr3_D,shap_cdr3_E,shap_cdr3_R,shap_cdr3_K,shap_cdr3_H,shap_cdr3_W,shap_cdr3_Y,shap_cdr3_F,shap_cdr3_G,shap_cdr3_P,shap_cdr3_C,shap_vh_length,shap_vh_cdr3_length_ratio,shap_vh_charge,shap_vh_hydrophobicity,fval_cdr3_length,fval_cdr3_pi,fval_cdr3_charge,fval_cdr3_hydrophobicity,fval_cdr3_aromaticity,fval_cdr3_instability,fval_cdr3_frac_charged,fval_cdr3_frac_hydrophobic,fval_cdr3_D,fval_cdr3_E,fval_cdr3_R,fval_cdr3_K,fval_cdr3_H,fval_cdr3_W,fval_cdr3_Y,fval_cdr3_F,fval_cdr3_G,fval_cdr3_P,fval_cdr3_C,fval_vh_length,fval_vh_cdr3_length_ratio,fval_vh_charge,fval_vh_hydrophobicity
XGBoost-biophysical,0,,0.3898543119430542,0.5817553400993347,0.3500484228134155,0.3609563112258911,0.5500465035438538,0.1145088225603103,0.2102223187685012,0.3867558240890503,0.1218157410621643,0.0033803696278482,0.1500645279884338,0.0635339543223381,-0.0045751719735562,0.6124038696289062,-0.09821068495512,0.0632615014910698,-0.1887969225645065,0.1454707831144333,0.0,0.326580137014389,0.6236475110054016,0.1789138913154602,-0.2682738900184631,11.0,3.997999906539917,-0.9983999729156494,-0.3908999860286712,0.1817999929189682,75.65499877929688,0.2727000117301941,0.3635999858379364,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,117.0,10.63640022277832,0.0093999998643994,-0.2939999997615814
XGBoost-biophysical,1,,0.3464790284633636,-0.1193792596459388,-0.1971837878227234,-0.3256004750728607,0.8402740359306335,0.2176114022731781,-0.0338077470660209,0.1997773796319961,-0.2734012305736542,0.0825592800974845,-0.1327549517154693,0.0667547211050987,-0.0103467935696244,-2.0186588764190674,-0.0358276963233947,0.040000595152378,-0.0545064657926559,-0.2042993158102035,0.0,0.9034398794174194,0.6058171987533569,0.6387860178947449,0.0142623940482735,12.0,6.171000003814697,0.0020000000949949,-0.8500000238418579,0.166700005531311,9.166999816894531,0.3332999944686889,0.3332999944686889,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,118.0,9.83329963684082,1.0084999799728394,-0.2000000029802322
XGBoost-biophysical,1,,0.1932292133569717,0.5421614050865173,0.316278338432312,0.4205539524555206,-0.1039895564317703,0.1529277712106704,0.0788594335317611,0.1821067333221435,-0.2350878268480301,0.0690223574638366,0.1601053178310394,0.0694948583841323,-0.0100172143429517,1.1540827751159668,-0.0663362219929695,0.0346180759370327,0.1832219362258911,-0.1592591255903244,0.0,0.3082160055637359,0.2021435648202896,0.5652430653572083,-0.1032306849956512,13.0,4.083000183105469,-0.9980000257492064,0.0461999997496604,0.3077000081539154,50.737998962402344,0.2308000028133392,0.3846000134944916,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,119.0,9.153800010681152,0.0085000004619359,-0.1076000034809112
XGBoost-biophysical,0,,-0.3266372382640838,-1.926082730293274,-1.5390948057174685,0.3800852298736572,0.2419512122869491,0.0154213933274149,-0.0019216877408325,0.33426034450531,-0.3064742982387543,-0.0095492526888847,-0.8987382054328918,0.0452934391796588,-0.0085245259106159,-2.123940706253052,-0.0534892752766609,0.0141200944781303,-0.0966659784317016,-0.2471559196710586,0.0,-0.3178217709064483,-0.52081698179245,-0.6226446628570557,-0.0383569784462451,17.0,12.199000358581545,2.0007998943328857,-0.3352999985218048,0.2353000044822693,52.48199844360352,0.2353000044822693,0.3528999984264374,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,123.0,7.235300064086914,3.0071001052856445,-0.1414999961853027
XGBoost-biophysical,1,,-0.1303881406784057,0.6481133103370667,0.4082212746143341,0.2209988087415695,0.3398612737655639,0.2317388951778412,0.1072592437267303,0.2760673761367798,0.1491082161664962,0.0283288192003965,0.1545141637325287,0.0585532076656818,0.0023994888179004,1.1846284866333008,0.2670880854129791,0.0086656147614121,0.240227535367012,0.3787437379360199,0.0,-0.2129924148321151,-0.1758951395750045,0.5178027153015137,-0.3174998462200165,16.0,3.7730000019073486,-1.9972000122070312,-0.4436999857425689,0.25,43.099998474121094,0.25,0.375,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,122.0,7.625,-0.9887999892234802,-0.3048999905586242
XGBoost-biophysical,1,,0.2583034932613373,0.631584882736206,0.3639655411243438,-0.2333049327135086,0.6870320439338684,-0.1478214561939239,0.4377511739730835,0.2114762961864471,0.5015466809272766,0.0090848347172141,-0.0854814052581787,0.0658963844180107,-0.0224560294300317,0.8115816712379456,0.0341035276651382,0.0092016523703932,-0.0054611079394817,-0.18451589345932,0.0,-0.0844508707523346,0.4560533761978149,0.6569326519966125,0.1812084317207336,13.0,3.953000068664551,-1.9967999458312988,-0.7537999749183655,0.2308000028133392,65.55400085449219,0.4614999890327453,0.3077000081539154,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,121.0,9.307700157165527,1.0098999738693235,-0.3562000095844269
XGBoost-biophysical,0,,-0.2966253757476806,-1.849084973335266,-1.5428472757339478,0.3062485158443451,0.3532549738883972,0.0213409885764122,-0.0426174290478229,-0.2722178399562835,-0.3035497963428497,0.0042606964707374,-0.9161099791526794,0.0470118150115013,-0.0091333342716097,-2.039656162261963,-0.099315620958805,0.0182476472109556,-0.231294959783554,0.155254065990448,0.0,-0.1613585650920868,-0.3042272627353668,-0.8412204384803772,0.1606257855892181,16.0,12.199000358581545,2.0007998943328857,-0.0125000001862645,0.1875,43.099998474121094,0.25,0.5,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,121.0,7.5625,4.0954999923706055,-0.189300000667572
XGBoost-biophysical,1,,-0.2631062567234039,-1.1655300855636597,-0.7523121237754822,0.1940220445394516,-0.5534001588821411,0.2392051666975021,-0.0502760224044323,0.2731674909591675,-0.3067031502723694,-0.0119664277881383,-0.1686261892318725,0.0682133585214614,-0.001529264380224,1.20836341381073,0.3086130321025848,0.0368588417768478,-0.0155890239402651,0.3188670575618744,0.0,-0.0045066862367093,-0.2924700081348419,0.0919934585690498,-0.240404263138771,15.0,10.098999977111816,1.0008000135421753,-0.6200000047683716,0.3332999944686889,45.30699920654297,0.2000000029802322,0.2666999995708465,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,121.0,8.066699981689453,2.0067999362945557,-0.3066000044345855
XGBoost-biophysical,1,,-0.7871661186218262,0.4207396209239959,0.327614814043045,0.0562191270291805,0.4099788963794708,0.361653059720993,-0.0667054876685142,0.1393759399652481,0.3493918180465698,0.0180765725672245,-0.0437151528894901,0.0509756729006767,-0.0134569378569722,1.0702320337295532,0.1740931123495102,-0.0083386832848191,0.2128239870071411,-0.2364135980606079,0.0,-0.4879061877727508,-0.8066689372062683,0.4404530227184295,0.1141045913100242,18.0,3.999000072479248,-1.996399998664856,-0.6333000063896179,0.2222000062465667,39.422000885009766,0.3332999944686889,0.3332999944686889,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,125.0,6.944399833679199,0.0074000000022351,-0.2039999961853027
XGBoost-biophysical,1,,-0.1826949417591095,0.535098671913147,0.3070380091667175,0.3775877654552459,0.4765643179416656,-0.0163755156099796,-0.2111597955226898,-0.2474838942289352,0.0690192729234695,0.0026672682724893,0.1334604024887085,0.0555426776409149,0.0080031370744109,1.175682544708252,-0.1141282990574836,0.0121375806629657,-0.2535228431224823,0.0875955522060394,0.0,-0.2354842275381088,-0.1923810690641403,0.0315577201545238,-0.1959803998470306,16.0,3.997999906539917,-0.9983999729156494,0.1124999970197677,0.1875,55.13800048828125,0.1875,0.4375,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,122.0,7.625,0.0078999996185302,-0.0811000019311904
XGBoost-biophysical,0,,-0.280626505613327,0.0640423521399498,0.0630092695355415,-0.2089059352874755,0.2066917270421981,-0.3443531095981598,-0.0278954599052667,0.17241832613945,0.118257038295269,0.0277727823704481,0.1595871448516845,0.0555956624448299,0.0084205390885472,1.166048526763916,-0.0075366096571087,0.0104449167847633,-0.1726709902286529,-0.3059046566486358,0.0,-0.1556816548109054,-0.3347719609737396,0.1885952055454254,0.0185772906988859,15.0,5.13100004196167,-0.9075000286102296,-0.5932999849319458,0.2000000029802322,70.98699951171875,0.2666999995708465,0.2666999995708465,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,121.0,8.066699981689453,0.0988999977707862,-0.1843000054359436
XGBoost-biophysical,1,,0.5810900330543518,0.0077581061050295,-0.0379957258701324,0.6575501561164856,0.7044790387153625,-0.2262461483478546,0.1952676028013229,0.3374024927616119,-0.2043466717004776,0.0115419561043381,0.160749077796936,0.0752360895276069,0.1038534641265869,0.918965220451355,-0.0814147517085075,0.0741101652383804,0.1587324440479278,-0.0765921026468277,0.0,0.6063198447227478,0.79184490442276,0.6014444231987,0.0490951091051101,11.0,7.001999855041504,0.0917000025510788,-0.045499999076128,0.1817999929189682,87.78199768066406,0.2727000117301941,0.3635999858379364,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,117.0,10.63640022277832,1.098099946975708,-0.1187999993562698
XGBoost-biophysical,1,,-0.1417536586523056,0.6857220530509949,0.3630342781543731,-0.3314737975597381,0.4064568281173706,0.1641864478588104,0.0916830375790596,-0.2848873436450958,-0.2385713309049606,0.0720541253685951,0.1270895898342132,0.0623123236000537,0.0003248968278057,1.1901602745056152,-0.0063489456661045,-0.0225425288081169,0.0176743175834417,0.0215263646095991,0.0,-0.248839721083641,-0.111509770154953,0.5791466236114502,-0.1631548702716827,16.0,3.8289999961853023,-1.9967000484466553,-0.8687999844551086,0.1875,43.099998474121094,0.25,0.4375,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,122.0,7.625,-0.9904000163078308,-0.2098000049591064
XGBoost-biophysical,1,,0.1600427031517028,0.0515028461813926,-0.0060169231146574,0.3943839073181152,0.5843138694763184,0.0630656033754348,0.0200880095362663,0.2536124587059021,-0.2429864853620529,-0.0047274241223931,0.2118885070085525,0.0742887333035469,0.0400608703494071,1.0234088897705078,-0.0430347770452499,0.0435011386871337,-0.0512998364865779,-0.2538806796073913,0.0,0.3753176927566528,0.1811154633760452,-0.8022440671920776,0.0069499355740845,13.0,7.001999855041504,0.0917000025510788,-0.1076999977231025,0.1537999957799911,75.81500244140625,0.2308000028133392,0.3077000081539154,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,119.0,9.153800010681152,4.187300205230713,-0.2940999865531921
